id,name,lat,lon
508,Jun-Sik Lim,,
509,Byung Chul Chun,,
510,Kamalanand Krishnamurthy,,
511,Bakiya Ambikapathy,,
512,Eduardo L Brugnago,,
513,Cesar Manchein,,
514,Rafael M da Silva,,
515,Carlos F O Mendes,,
516,Marcus W Beims,,
517,Prisco Piscitelli,,
518,Cosimo Distante,,
519,Alessandro Miani,,
520,Yi Liu,,
521,Yi Han,,
522,Liyuan Zhou,,
523,Enguo Chen,,
524,Pengyuan Liu,,
525,Xiaoqing Pan,,
526,Yan Lu,,
527,Dirk Brockmann,,
528,Benjamin F Maier,,
529,Sen Pei,,
530,Ruiyun Li,,
531,Bin Chen,,
532,Yimeng Song,,
533,Tao Zhang,,
534,Wan Yang,,
535,Jeffrey Shaman,,
